control_number	control_name	category	question_id	question	guidance	auditor_focus	evidence_type	answer_type	what_good_looks_like	red_flags	nc_pattern	severity	primary_persona	related_controls	cps234_ref	cps230_ref
8.18	Use of Privileged Utility Programs	Technological Controls	2	Is utility access restricted and logged?	Access control review. Look for: access restrictions in place; usage logging; monitoring for misuse.	Is utility use tracked?	CONFIG; RECORD	Document	Access restricted to authorised users and usage logged and monitoring for misuse and alerts configured and regular review	Access unrestricted; Not logged; No monitoring; No alerts; Not reviewed	Privileged utility access not restricted or usage not logged.	High	Auditor	8.15; 8.2; 5.15	21a; 21b	
8.18	Use of Privileged Utility Programs	Technological Controls	3	Are unnecessary utilities removed?	Utility hardening review. Look for: utility assessment conducted; removal of unneeded tools; hardening applied; verification.	Are unneeded utilities removed?	CONFIG; RECORD	Document	Utility assessment conducted and unneeded removed and hardening applied and verification and regular review	No assessment; Unneeded retained; No hardening; No verification; Not reviewed	Unnecessary privileged utilities not removed from systems.	High	Auditor	8.9; 8.19; 5.37	21a; 21b	
8.18	Use of Privileged Utility Programs	Technological Controls	4	Is approval required for utility usage?	Approval process review. Look for: approval process documented; justification required; time-limited access where appropriate.	Is utility use approved?	PROCEDURE; RECORD	Document	Approval process documented and justification required and time-limited where appropriate and audit trail and regular review	No approval process; No justification; Permanent access; No audit trail; Not reviewed	Privileged utility usage not subject to approval process.	High	Advisor	8.2; 5.3; 5.18	21a; 21b	
8.18	Use of Privileged Utility Programs	Technological Controls	5	Are utility capabilities regularly audited?	Utility audit review. Look for: periodic review of utilities; risk evaluation; compensating controls documented; management oversight.	When were utilities last reviewed?	RECORD; REPORT	Document	Periodic review conducted and risk evaluated and compensating controls and management oversight and findings addressed	No periodic review; Risk not evaluated; No compensating controls; No oversight; Findings not addressed	Privileged utility capabilities not regularly audited or reviewed.	Medium	Auditor	8.2; RQ9; 5.35	21a; 21b	
8.19	Installation of Software on Operational Systems	Technological Controls	1	Is software installation controlled?	Installation control review. Look for: installation restrictions in place; approval process documented; authorised installers identified.	Who can install software?	CONFIG; PROCEDURE	Document	Installation restrictions enforced and approval process and authorised installers identified and compliance monitored and audit trail	No restrictions; No approval process; Installers not identified; Not monitored; No audit trail	Software installation not controlled or approval process not defined.	High	Auditor	8.8; 5.15; 8.9	15	
8.19	Installation of Software on Operational Systems	Technological Controls	2	Are installation rights restricted?	Rights restriction review. Look for: admin rights removed from users; whitelisting or application control; enforcement verified.	Is software whitelisted?	CONFIG; RECORD	Document	Admin rights removed and whitelisting or application control and enforcement verified and compliance monitored and exceptions controlled	Admin rights not removed; No whitelisting; Not enforced; Not monitored; Exceptions uncontrolled	Software installation rights not restricted or enforcement not verified.	High	Auditor	8.8; 8.2; 5.18	15	
8.19	Installation of Software on Operational Systems	Technological Controls	3	Is software from trusted sources only?	Trusted source review. Look for: approved sources defined; integrity verification; vendor validation process.	How is software source verified?	PROCEDURE; CONFIG	Document	Approved sources defined and integrity verification and vendor validation and documented process and compliance monitored	Sources undefined; No integrity check; No vendor validation; Process undocumented; Not monitored	Software installation not restricted to trusted and verified sources.	High	Advisor	8.4; 5.20; 8.28	15	
8.19	Installation of Software on Operational Systems	Technological Controls	4	Is software tracked in inventory?	Software inventory review. Look for: software inventory maintained; license management; discovery tools deployed.	Do you know all installed software?	REGISTER; CONFIG	Document	Software inventory maintained and license management and discovery tools and regular reconciliation and completeness verified	No inventory; No license management; No discovery; Not reconciled; Completeness unknown	Installed software not tracked in inventory or discovery not implemented.	Medium	Auditor	5.9; 8.8; 5.31	15	
8.19	Installation of Software on Operational Systems	Technological Controls	5	How is unauthorised software detected?	Detection capability review. Look for: monitoring for unauthorised software; alerting; response process documented.	Can you detect rogue software?	CONFIG; PROCEDURE	Document	Monitoring for unauthorised and alerting configured and response process and compliance tracking and trend analysis	No monitoring; No alerting; No response process; Not tracked; No analysis	Unauthorised software installation not detected or response not defined.	High	Advisor	8.7; 8.16; 8.8	15	
8.20	Network Security	Technological Controls	1	Are networks segmented?	Network segmentation review. Look for: segmentation implemented; VLANs or equivalent; micro-segmentation where appropriate; zero trust architecture progress.	How is the network segmented?	CONFIG; MATRIX	Document	Network segmented and VLANs or equivalent and micro-segmentation where appropriate and zero trust progress and documented architecture	No segmentation; No VLANs; No micro-segmentation; No zero trust; Architecture undocumented	Network not segmented or segmentation not documented.	High	Auditor	8.21; 5.15; 5.23	15; 21a; 21b	
8.20	Network Security	Technological Controls	2	Are network devices securely configured?	Device configuration review. Look for: hardening standards applied; default credentials changed; firmware updates current.	Are devices hardened?	CONFIG; RECORD	Document	Hardening standards applied and defaults changed and firmware current and configuration documented and regularly reviewed	No hardening; Defaults unchanged; Firmware outdated; Not documented; Not reviewed	Network devices not securely configured or hardening not verified.	High	Auditor	8.9; 5.37; 8.8	15; 21a; 21b	
8.20	Network Security	Technological Controls	3	Is traffic filtered?	Traffic filtering review. Look for: firewall rules documented; ACLs configured; deny-by-default approach; rule review schedule.	Is default deny applied?	CONFIG; PROCEDURE	Document	Firewall rules documented and ACLs configured and deny-by-default and rule review schedule and audit trail of changes	Rules undocumented; ACLs missing; Default allow; No review schedule; No audit trail	Network traffic filtering not implemented with default deny or rules not reviewed.	High	Auditor	5.15; 8.22; 8.3	15; 21a; 21b	
